Orden;Tipo de Registro;Nemo;ISIN;Numero Emisión;Estado;Fecha Registro;Fecha de Emisión;Fecha de Vencimiento;Periodicidad;Modalidad;Días al vencimiento;Moneda;Tipo Tasa;Tipo Tasa Referencia;Spread;Tipo de Calculo;Base de calculo;Precio;Fecha Ultimo Precio;Ultimo precio;Código ISIN2;Precio Limpio;Código ISIN3;TIR;Duracion ;Duracion Modificada ;Convexidad ;Cupon Corrido ;Margen;Calificación ;CALIF;CLASE;Especie;Emisor;Entidad;Rango Plazo;indicador;indicador2;Indicador Calif
14885;D;BPEMINHTA4;COL17CB03HV0;0;A;06/04/2016;19/02/2003;25/08/2017;P;V;506;COP;3;ICP;4;2;0;306,197;;0;;306,197;;10,787;0;0;0;0;2,5998;NACIO;N;;;;;;;;
14886;D;BPEMINHTA4;COL17CB03HW8;0;A;06/04/2016;19/02/2003;18/11/2025;P;V;3511;COP;3;ICP;4;2;0;290,851;;0;;290,851;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
14887;D;BPEMINHTA4;COL17CB03HX6;0;A;06/04/2016;19/02/2003;20/07/2027;P;V;4120;COP;3;ICP;4;2;0;283,101;;0;;283,101;;12,885;0;0;0;0;4,5425;NACIO;N;;;;;;;;
14888;D;BPEMINHTA4;COL17CB03I04;0;A;06/04/2016;19/02/2003;13/04/2019;P;V;1102;COP;3;ICP;4;2;0;301,369;;0;;301,369;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
14889;D;BPEMINHTA4;COL17CB03I12;0;A;06/04/2016;19/02/2003;06/11/2020;P;V;1674;COP;3;ICP;4;2;0;297,558;;0;;297,558;;12,532;0;0;0;0;4,2153;NACIO;N;;;;;;;;
14890;D;BPEMINHTA4;COL17CB03I20;0;A;06/04/2016;19/02/2003;02/05/2016;P;V;26;COP;3;ICP;4;2;0;300,933;;0;;300,933;;10,68;0;0;0;0;2,5018;NACIO;N;;;;;;;;
14891;D;BPEMINHTA4;COL17CB03I38;0;A;06/04/2016;19/02/2003;27/03/2027;P;V;4005;COP;3;ICP;4;2;0;287,877;;0;;287,877;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
14892;D;BPEMINHTA3;COL17CB03I46;0;A;06/04/2016;19/02/2003;22/02/2021;P;V;1782;COP;3;ICP;3;2;0;249,929;;0;;249,929;;12,532;0;0;0;0;4,2153;NACIO;N;;;;;;;;
14893;D;BPEMINHTA4;COL17CB03I53;0;A;06/04/2016;19/02/2003;28/02/2024;P;V;2883;COP;3;ICP;4;2;0;282,627;;0;;282,627;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
14894;D;BPEMINHTA4;COL17CB03I61;0;A;06/04/2016;19/02/2003;06/03/2032;P;V;5809;COP;3;ICP;4;2;0;247,874;;0;;247,874;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
14895;D;BPEMINHTA4;COL17CB03I79;0;A;06/04/2016;19/02/2003;28/07/2020;P;V;1573;COP;3;ICP;4;2;0;297,784;;0;;297,784;;12,532;0;0;0;0;4,2153;NACIO;N;;;;;;;;
14896;D;BPEMINHTA3;COL17CB03I87;0;A;06/04/2016;19/02/2003;17/07/2025;P;V;3387;COP;3;ICP;3;2;0;234,545;;0;;234,545;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
14897;D;BPEMINHTA3;COL17CB03I95;0;A;06/04/2016;19/02/2003;12/09/2030;P;V;5269;COP;3;ICP;3;2;0;193,298;;0;;193,298;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
14898;D;BPEMINHTA4;COL17CB03IA2;0;A;06/04/2016;19/02/2003;28/05/2029;P;V;4797;COP;3;ICP;4;2;0;269,761;;0;;269,761;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
14899;D;BPEMINHTA4;COL17CB03IB0;0;A;06/04/2016;19/02/2003;31/03/2032;P;V;5834;COP;3;ICP;4;2;0;247,643;;0;;247,643;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
14900;D;BPEMINHTA4;COL17CB03IC8;0;A;06/04/2016;19/02/2003;18/12/2019;P;V;1351;COP;3;ICP;4;2;0;301,465;;0;;301,465;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
14901;D;BPEMINHTA4;COL17CB03ID6;0;A;06/04/2016;19/02/2003;18/06/2030;P;V;5183;COP;3;ICP;4;2;0;253,047;;0;;253,047;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
14902;D;BPEMINHTA4;COL17CB03IE4;0;A;06/04/2016;19/02/2003;31/03/2023;P;V;2549;COP;3;ICP;4;2;0;286,612;;0;;286,612;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
14903;D;BPEMINHTA4;COL17CB03IF1;0;A;06/04/2016;19/02/2003;18/12/2026;P;V;3906;COP;3;ICP;4;2;0;288,122;;0;;288,122;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
14904;D;BPEMINHTA4;COL17CB03IG9;0;A;06/04/2016;19/02/2003;26/01/2028;P;V;4310;COP;3;ICP;4;2;0;282,22;;0;;282,22;;12,885;0;0;0;0;4,5425;NACIO;N;;;;;;;;
14905;D;BPEMINHTA4;COL17CB03IH7;0;A;06/04/2016;19/02/2003;22/02/2029;P;V;4702;COP;3;ICP;4;2;0;270,352;;0;;270,352;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
14906;D;BPEMINHTA4;COL17CB03II5;0;A;06/04/2016;19/02/2003;05/08/2034;P;V;6691;COP;3;ICP;4;2;0;208,828;;0;;208,828;;14,541;0;0;0;0;6,0757;NACIO;N;;;;;;;;
14907;D;BPEMINHTA4;COL17CB03IJ3;0;A;06/04/2016;19/02/2003;05/07/2027;P;V;4105;COP;3;ICP;4;2;0;283,179;;0;;283,179;;12,885;0;0;0;0;4,5425;NACIO;N;;;;;;;;
14908;D;BPEMINHTA4;COL17CB03IK1;0;A;06/04/2016;19/02/2003;02/02/2029;P;V;4682;COP;3;ICP;4;2;0;270,376;;0;;270,376;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
14909;D;BPEMINHTA4;COL17CB03IL9;0;A;06/04/2016;19/02/2003;20/09/2030;P;V;5277;COP;3;ICP;4;2;0;252,218;;0;;252,218;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
14910;D;BPEMINHTA3;COL17CB03IM7;0;A;06/04/2016;19/02/2003;01/02/2032;P;V;5776;COP;3;ICP;3;2;0;187,49;;0;;187,49;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
14911;D;BPEMINHTA4;COL17CB03IN5;0;A;06/04/2016;19/02/2003;21/03/2030;P;V;5094;COP;3;ICP;4;2;0;267,972;;0;;267,972;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
14912;D;BPEMINHTA4;COL17CB03IO3;0;A;06/04/2016;19/02/2003;22/11/2031;P;V;5705;COP;3;ICP;4;2;0;248,642;;0;;248,642;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
14913;D;BPEMINHTA4;COL17CB03IP0;0;A;06/04/2016;19/02/2003;28/04/2027;P;V;4037;COP;3;ICP;4;2;0;283,474;;0;;283,474;;12,885;0;0;0;0;4,5425;NACIO;N;;;;;;;;
14914;D;BPEMINHTA4;COL17CB03IQ8;0;A;06/04/2016;19/02/2003;22/11/2022;P;V;2420;COP;3;ICP;4;2;0;287,259;;0;;287,259;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
14915;D;BPEMINHTA4;COL17CB03IR6;0;A;06/04/2016;19/02/2003;06/05/2024;P;V;2950;COP;3;ICP;4;2;0;298,279;;0;;298,279;;12,396;0;0;0;0;4,0901;NACIO;N;;;;;;;;
14916;D;BPEMINHTA3;COL17CB03IS4;0;A;06/04/2016;19/02/2003;30/01/2026;P;V;3584;COP;3;ICP;3;2;0;232,808;;0;;232,808;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
14917;D;BPEMINHTA4;COL17CB03IT2;0;A;06/04/2016;19/02/2003;03/07/2032;P;V;5928;COP;3;ICP;4;2;0;231,816;;0;;231,816;;14,099;0;0;0;0;5,6668;NACIO;N;;;;;;;;
14918;D;BPEMINHTA3;COL17CB03IU0;0;A;06/04/2016;19/02/2003;24/01/2033;P;V;6133;COP;3;ICP;3;2;0;171,978;;0;;171,978;;14,099;0;0;0;0;5,6668;NACIO;N;;;;;;;;
14919;D;BPEMINHTA4;COL17CB03IV8;0;A;06/04/2016;19/02/2003;22/01/2032;P;V;5766;COP;3;ICP;4;2;0;248,092;;0;;248,092;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
14920;D;BPEMINHTA4;COL17CB03IX4;0;A;06/04/2016;21/02/2003;28/12/2024;P;V;3186;COP;3;ICP;4;2;0;297,695;;0;;297,695;;12,396;0;0;0;0;4,0901;NACIO;N;;;;;;;;
14921;D;BPEMINHTA4;COL17CB03IY2;0;A;06/04/2016;21/02/2003;14/12/2019;P;V;1347;COP;3;ICP;4;2;0;301,166;;0;;301,166;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
14922;D;BPEMINHTA4;COL17CB03IZ9;0;A;06/04/2016;21/02/2003;09/07/2016;P;V;94;COP;3;ICP;4;2;0;301,618;;0;;301,618;;10,4;0;0;0;0;2,2416;NACIO;N;;;;;;;;
14923;D;BPEMINHTA3;COL17CB03J11;0;A;06/04/2016;21/02/2003;03/02/2020;P;V;1398;COP;3;ICP;3;2;0;255,659;;0;;255,659;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
14924;D;BPEMINHTA3;COL17CB03J29;0;A;06/04/2016;13/12/2002;23/07/2018;P;V;838;COP;3;ICP;3;2;0;272,2;;0;;272,2;;11,137;0;0;0;0;2,9236;NACIO;N;;;;;;;;
14925;D;BPEMINHTA4;COL17CB03J37;0;A;06/04/2016;22/01/2003;20/12/2022;P;V;2448;COP;3;ICP;4;2;0;291,104;;0;;291,104;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
14926;D;BPEMINHTA4;COL17CB03J45;0;A;06/04/2016;10/03/2003;22/12/2017;P;V;625;COP;3;ICP;4;2;0;303,865;;0;;303,865;;10,982;0;0;0;0;2,7802;NACIO;N;;;;;;;;
14927;D;BPEMINHTA4;COL17CB03J60;0;A;06/04/2016;19/03/2003;20/07/2026;P;V;3755;COP;3;ICP;4;2;0;284,932;;0;;284,932;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
14928;D;BPEMINHTA4;COL17CB03J78;0;A;06/04/2016;19/03/2003;19/02/2022;P;V;2144;COP;3;ICP;4;2;0;290,166;;0;;290,166;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
14929;D;BPEMINHTA4;COL17CB03J86;0;A;06/04/2016;19/03/2003;18/04/2027;P;V;4027;COP;3;ICP;4;2;0;279,858;;0;;279,858;;12,885;0;0;0;0;4,5425;NACIO;N;;;;;;;;
14930;D;BPEMINHTA4;COL17CB03J94;0;A;06/04/2016;19/03/2003;03/03/2023;P;V;2521;COP;3;ICP;4;2;0;283,102;;0;;283,102;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
14931;D;BPEMINHTA4;COL17CB03JB8;0;A;06/04/2016;19/03/2003;02/07/2022;P;V;2277;COP;3;ICP;4;2;0;284,381;;0;;284,381;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
14932;D;BPEMINHTA3;COL17CB03JC6;0;A;06/04/2016;19/03/2003;17/10/2031;P;V;5669;COP;3;ICP;3;2;0;186,44;;0;;186,44;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
14933;D;BPEMINHTA3;COL17CB03JD4;0;A;06/04/2016;19/03/2003;30/03/2024;P;V;2913;COP;3;ICP;3;2;0;227,586;;0;;227,586;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
14934;D;BPEMINHTA4;COL17CB03JE2;0;A;06/04/2016;19/03/2003;27/02/2020;P;V;1422;COP;3;ICP;4;2;0;297,663;;0;;297,663;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
14935;D;BPEMINHTA4;COL17CB03JF9;0;A;06/04/2016;19/03/2003;14/04/2030;P;V;5118;COP;3;ICP;4;2;0;250,336;;0;;250,336;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
14936;D;BPEMINHTA3;COL17CB03JG7;0;A;06/04/2016;19/03/2003;17/08/2022;P;V;2323;COP;3;ICP;3;2;0;235,497;;0;;235,497;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
14937;D;BPEMINHTA4;COL17CB03JH5;0;A;06/04/2016;19/03/2003;07/11/2022;P;V;2405;COP;3;ICP;4;2;0;283,629;;0;;283,629;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
14938;D;BPEMINHTA4;COL17CB03JI3;0;A;06/04/2016;19/03/2003;14/11/2031;P;V;5697;COP;3;ICP;4;2;0;245,501;;0;;245,501;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
14939;D;BPEMINHTA4;COL17CB03JJ1;0;A;06/04/2016;19/03/2003;11/02/2027;P;V;3961;COP;3;ICP;4;2;0;284,25;;0;;284,25;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
14940;D;BPEMINHTA4;COL17CB03JK9;0;A;06/04/2016;19/03/2003;08/10/2030;P;V;5295;COP;3;ICP;4;2;0;248,821;;0;;248,821;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
14941;D;BPEMINHTA3;COL17CB03JL7;0;A;06/04/2016;19/03/2003;10/03/2022;P;V;2163;COP;3;ICP;3;2;0;241,539;;0;;241,539;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
14942;D;BPEMINHTA3;COL17CB03JM5;0;A;06/04/2016;19/03/2003;07/09/2026;P;V;3804;COP;3;ICP;3;2;0;226,964;;0;;226,964;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
14943;D;BPEMINHTA4;COL17CB03JN3;0;A;06/04/2016;19/03/2003;06/06/2021;P;V;1886;COP;3;ICP;4;2;0;290,956;;0;;290,956;;12,715;0;0;0;0;4,3848;NACIO;N;;;;;;;;
14944;D;BPEMINHTA4;COL17CB03JO1;0;A;06/04/2016;19/03/2003;09/11/2023;P;V;2772;COP;3;ICP;4;2;0;279,624;;0;;279,624;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
14945;D;BPEMINHTA4;COL17CB03JP8;0;A;06/04/2016;19/03/2003;17/11/2024;P;V;3145;COP;3;ICP;4;2;0;294,213;;0;;294,213;;12,396;0;0;0;0;4,0901;NACIO;N;;;;;;;;
14946;D;BPEMINHTA4;COL17CB03JR4;0;A;06/04/2016;19/03/2003;25/02/2025;P;V;3245;COP;3;ICP;4;2;0;294,204;;0;;294,204;;12,397;0;0;0;0;4,0901;NACIO;N;;;;;;;;
14947;D;BPEMINHTA4;COL17CB03JS2;0;A;06/04/2016;19/03/2003;24/08/2029;P;V;4885;COP;3;ICP;4;2;0;265,721;;0;;265,721;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
14948;D;BPEMINHTA4;COL17CB03JT0;0;A;06/04/2016;19/03/2003;22/02/2027;P;V;3972;COP;3;ICP;4;2;0;284,272;;0;;284,272;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
14949;D;BPEMINHTA4;COL17CB03JU8;0;A;06/04/2016;19/03/2003;16/03/2024;P;V;2899;COP;3;ICP;4;2;0;278,968;;0;;278,968;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
14950;D;BPEMINHTA4;COL17CB03JV6;0;A;06/04/2016;19/03/2003;06/03/2026;P;V;3619;COP;3;ICP;4;2;0;286,894;;0;;286,894;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
14951;D;BPEMINHTA4;COL17CB03JW4;0;A;06/04/2016;19/03/2003;25/02/2027;P;V;3975;COP;3;ICP;4;2;0;284,278;;0;;284,278;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
14952;D;BPEMINHTA4;COL17CB03JX2;0;A;06/04/2016;19/03/2003;01/05/2028;P;V;4405;COP;3;ICP;4;2;0;268,689;;0;;268,689;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
14953;D;BPEMINHTA4;COL17CB03JY0;0;A;06/04/2016;19/03/2003;20/01/2033;P;V;6129;COP;3;ICP;4;2;0;226,735;;0;;226,735;;14,099;0;0;0;0;5,6668;NACIO;N;;;;;;;;
14954;D;BPEMINHTA3;COL17CB03K18;0;A;06/04/2016;19/03/2003;09/12/2017;P;V;612;COP;3;ICP;3;2;0;262,416;;0;;262,416;;10,982;0;0;0;0;2,7802;NACIO;N;;;;;;;;
14955;D;BPEMINHTA4;COL17CB03K26;0;A;06/04/2016;19/03/2003;29/04/2018;P;V;753;COP;3;ICP;4;2;0;303,114;;0;;303,114;;11,137;0;0;0;0;2,9236;NACIO;N;;;;;;;;
14956;D;BPEMINHTA4;COL17CB03K34;0;A;06/04/2016;19/03/2003;22/03/2018;P;V;715;COP;3;ICP;4;2;0;303,604;;0;;303,604;;10,982;0;0;0;0;2,7802;NACIO;N;;;;;;;;
14957;D;BPEMINHTA4;COL17CB03K42;0;A;06/04/2016;19/03/2003;06/07/2024;P;V;3011;COP;3;ICP;4;2;0;294,38;;0;;294,38;;12,397;0;0;0;0;4,0901;NACIO;N;;;;;;;;
14958;D;BPEMINHTA4;COL17CB03K59;0;A;06/04/2016;19/03/2003;29/09/2024;P;V;3096;COP;3;ICP;4;2;0;294,271;;0;;294,271;;12,397;0;0;0;0;4,0901;NACIO;N;;;;;;;;
14959;D;BPEMINHTA4;COL17CB03K67;0;A;06/04/2016;19/03/2003;09/04/2022;P;V;2193;COP;3;ICP;4;2;0;284,825;;0;;284,825;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
14960;D;BPEMINHTA4;COL17CB03K75;0;A;06/04/2016;19/03/2003;03/07/2023;P;V;2643;COP;3;ICP;4;2;0;280,463;;0;;280,463;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
14961;D;BPEMINHTA4;COL17CB03K83;0;A;06/04/2016;19/03/2003;24/03/2024;P;V;2907;COP;3;ICP;4;2;0;278,911;;0;;278,911;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
14962;D;BPEMINHTA4;COL17CB03KA8;0;A;06/04/2016;19/03/2003;02/07/2018;P;V;817;COP;3;ICP;4;2;0;303,648;;0;;303,648;;11,137;0;0;0;0;2,9236;NACIO;N;;;;;;;;
14963;D;BPEMINHTA4;COL17CB03KB6;0;A;06/04/2016;19/03/2003;07/11/2018;P;V;945;COP;3;ICP;4;2;0;304,669;;0;;304,669;;11,137;0;0;0;0;2,9236;NACIO;N;;;;;;;;
14964;D;BPEMINHTA3;COL17CB03KC4;0;A;06/04/2016;19/03/2003;13/08/2019;P;V;1224;COP;3;ICP;3;2;0;253,92;;0;;253,92;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
14965;D;BPEMINHTA3;COL17CB03KD2;0;A;06/04/2016;19/03/2003;14/02/2024;P;V;2869;COP;3;ICP;3;2;0;227,992;;0;;227,992;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
14966;D;BPEMINHTA3;COL17CB03KE0;0;A;06/04/2016;19/03/2003;09/10/2022;P;V;2376;COP;3;ICP;3;2;0;234,932;;0;;234,932;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
14967;D;BPEMINHTA4;COL17CB03KF7;0;A;06/04/2016;19/03/2003;01/02/2025;P;V;3221;COP;3;ICP;4;2;0;294,095;;0;;294,095;;12,396;0;0;0;0;4,0901;NACIO;N;;;;;;;;
14968;D;BPEMINHTA4;COL17CB03KG5;0;A;06/04/2016;19/03/2003;06/11/2027;P;V;4229;COP;3;ICP;4;2;0;278,961;;0;;278,961;;12,885;0;0;0;0;4,5425;NACIO;N;;;;;;;;
14969;D;BPEMINHTA3;COL17CB03KH3;0;A;06/04/2016;19/03/2003;05/08/2019;P;V;1216;COP;3;ICP;3;2;0;253,977;;0;;253,977;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
14970;D;BPEMINHTA4;COL17CB03KI1;0;A;06/04/2016;19/03/2003;08/02/2020;P;V;1403;COP;3;ICP;4;2;0;297,592;;0;;297,592;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
14971;D;BPEMINHTA3;COL17CB03KJ9;0;A;06/04/2016;19/03/2003;08/07/2026;P;V;3743;COP;3;ICP;3;2;0;227,525;;0;;227,525;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
14972;D;BPEMINHTA4;COL17CB03KK7;0;A;06/04/2016;19/03/2003;02/10/2022;P;V;2369;COP;3;ICP;4;2;0;283,846;;0;;283,846;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
14973;D;BPEMINHTA4;COL17CB03KL5;0;A;06/04/2016;19/03/2003;22/10/2023;P;V;2754;COP;3;ICP;4;2;0;279,734;;0;;279,734;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
14974;D;BPEMINHTA4;COL17CB03KM3;0;A;06/04/2016;19/03/2003;25/01/2029;P;V;4674;COP;3;ICP;4;2;0;266,941;;0;;266,941;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
14975;D;BPEMINHTA4;COL17CB03KN1;0;A;06/04/2016;19/03/2003;03/07/2019;P;V;1183;COP;3;ICP;4;2;0;297,545;;0;;297,545;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
14976;D;BPEMINHTA4;COL17CB03KO9;0;A;06/04/2016;19/03/2003;26/01/2023;P;V;2485;COP;3;ICP;4;2;0;283,159;;0;;283,159;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
14977;D;BPEMINHTA4;COL17CB03KP6;0;A;06/04/2016;19/03/2003;10/07/2026;P;V;3745;COP;3;ICP;4;2;0;284,974;;0;;284,974;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
14978;D;BPEMINHTA4;COL17CB03KQ4;0;A;06/04/2016;19/03/2003;14/10/2026;P;V;3841;COP;3;ICP;4;2;0;284,628;;0;;284,628;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
14979;D;BPEMINHTA4;COL17CB03KR2;0;A;06/04/2016;19/03/2003;08/07/2027;P;V;4108;COP;3;ICP;4;2;0;279,519;;0;;279,519;;12,885;0;0;0;0;4,5425;NACIO;N;;;;;;;;
14980;D;BPEMINHTA4;COL17CB03KS0;0;A;06/04/2016;19/03/2003;10/01/2027;P;V;3929;COP;3;ICP;4;2;0;284,316;;0;;284,316;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
14981;D;BPEMINHTA4;COL17CB03KT8;0;A;06/04/2016;19/03/2003;09/10/2029;P;V;4931;COP;3;ICP;4;2;0;265,452;;0;;265,452;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
14982;D;BPEMINHTA4;COL17CB03KU6;0;A;06/04/2016;19/03/2003;25/12/2029;P;V;5008;COP;3;ICP;4;2;0;264,963;;0;;264,963;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
14983;D;BPEMINHTA4;COL17CB03KV4;0;A;06/04/2016;19/03/2003;02/04/2029;P;V;4741;COP;3;ICP;4;2;0;266,634;;0;;266,634;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
14984;D;BPEMINHTA4;COL17CB03KW2;0;A;06/04/2016;19/03/2003;24/04/2030;P;V;5128;COP;3;ICP;4;2;0;250,26;;0;;250,26;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
14985;D;BPEMINHTA3;COL17CB03KY8;0;A;06/04/2016;19/03/2003;15/12/2019;P;V;1348;COP;3;ICP;3;2;0;253,14;;0;;253,14;;12,191;0;0;0;0;3,9002;NACIO;N;;;;;;;;
14986;D;BPEMINHTA3;COL17CB03KZ5;0;A;06/04/2016;19/03/2003;19/08/2022;P;V;2325;COP;3;ICP;3;2;0;235,473;;0;;235,473;;13,055;0;0;0;0;4,7003;NACIO;N;;;;;;;;
14987;D;BPEMINHTA4;COL17CB03L09;0;A;06/04/2016;19/03/2003;24/07/2029;P;V;4854;COP;3;ICP;4;2;0;265,94;;0;;265,94;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
14988;D;BPEMINHTA4;COL17CB03L17;0;A;06/04/2016;19/03/2003;16/10/2029;P;V;4938;COP;3;ICP;4;2;0;265,402;;0;;265,402;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
14989;D;BPEMINHTA4;COL17CB03L25;0;A;06/04/2016;19/03/2003;04/08/2024;P;V;3040;COP;3;ICP;4;2;0;294,323;;0;;294,323;;12,397;0;0;0;0;4,0901;NACIO;N;;;;;;;;
14990;D;BPEMINHTA4;COL17CB03L33;0;A;06/04/2016;19/03/2003;02/01/2026;P;V;3556;COP;3;ICP;4;2;0;286,957;;0;;286,957;;12,671;0;0;0;0;4,3442;NACIO;N;;;;;;;;
14991;D;BPEMINHTA4;COL17CB03L41;0;A;06/04/2016;19/03/2003;16/07/2033;P;V;6306;COP;3;ICP;4;2;0;225,054;;0;;225,054;;14,099;0;0;0;0;5,6668;NACIO;N;;;;;;;;
14992;D;BPEMINHTA4;COL17CB03L58;0;A;06/04/2016;19/03/2003;21/12/2031;P;V;5734;COP;3;ICP;4;2;0;245,19;;0;;245,19;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
14993;D;BPEMINHTA4;COL17CB03L66;0;A;06/04/2016;19/03/2003;01/09/2031;P;V;5623;COP;3;ICP;4;2;0;246,105;;0;;246,105;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
14994;D;BPEMINHTA4;COL17CB03L74;0;A;06/04/2016;19/03/2003;25/08/2023;P;V;2696;COP;3;ICP;4;2;0;280,087;;0;;280,087;;13,165;0;0;0;0;4,8017;NACIO;N;;;;;;;;
14995;D;BPEMINHTA4;COL17CB03L82;0;A;06/04/2016;19/03/2003;29/09/2024;P;V;3096;COP;3;ICP;4;2;0;294,271;;0;;294,271;;12,397;0;0;0;0;4,0901;NACIO;N;;;;;;;;
14996;D;BPEMINHTA4;COL17CB03L90;0;A;06/04/2016;19/03/2003;18/07/2026;P;V;3753;COP;3;ICP;4;2;0;284,94;;0;;284,94;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
14997;D;BPEMINHTA4;COL17CB03LA6;0;A;06/04/2016;19/03/2003;02/04/2027;P;V;4011;COP;3;ICP;4;2;0;284,149;;0;;284,149;;12,731;0;0;0;0;4,3996;NACIO;N;;;;;;;;
14998;D;BPEMINHTA4;COL17CB03LB4;0;A;06/04/2016;19/03/2003;31/03/2030;P;V;5104;COP;3;ICP;4;2;0;264,451;;0;;264,451;;13,216;0;0;0;0;4,8491;NACIO;N;;;;;;;;
14999;D;BPEMINHTA4;COL17CB03LC2;0;A;06/04/2016;19/03/2003;29/04/2031;P;V;5498;COP;3;ICP;4;2;0;247,199;;0;;247,199;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
15000;D;BPEMINHTA4;COL17CB03LD0;0;A;06/04/2016;19/03/2003;28/09/2031;P;V;5650;COP;3;ICP;4;2;0;245,903;;0;;245,903;;13,658;0;0;0;0;5,258;NACIO;N;;;;;;;;
15001;D;BPEMINHTA4;COL17CB03LE8;0;A;06/04/2016;19/03/2003;05/04/2034;P;V;6569;COP;3;ICP;4;2;0;222,475;;0;;222,475;;14,099;0;0;0;0;5,6668;NACIO;N;;;;;;;;
