TIPO ACTIVO;CODIGO CARTERA;VINCULADO AL FONDO;TIPO DE TITULO;EMISOR;NIT;TIPO INVERSIÓN ;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACIÓN;DÍAS AL VTO.;DURACIÓN;VAN
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;297;0;1525440000
123456;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;4;297;0;1016960000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;302;0;1523520000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;304;0;5070950000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;305;0;1014040000
123456;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;4;309;0;1013410000
123456;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;4;125;0;2523025000
123456;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;4;125;0;1009210000
123456;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;4;128;0;10085500000
123456;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;133;0;1002680000
123456;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;149;0;7499700000
123456;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;150;0;4999050000
123456;1;2;16;Rci Colombia S.A.;9009776290;2;1;1;1;2;4;150;0;5998860000
123456;1;2;16;Banco De Comercio Ext. De Colombia S.A. Bancoldex;8001499236;2;1;1;1;2;4;135;0;9017820000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;90;0;1503495000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;52;0;20142200000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;57;0;8049360000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;58;0;8047280000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;59;0;15086550000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;63;0;5026600000
123456;1;2;10;Rci Colombia S.A.;9009776290;2;1;1;1;4;9;896;0;5399600000
123456;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;4;71;0;10042100000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;72;0;8535615000
123456;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;443;0;40393600000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;445;0;3028560000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;446;0;15140400000
123456;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;4;85;0;2064160000
123456;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;4;86;0;1013370000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;456;0;503420000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;99;0;1008250000
123456;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;4;281;0;507090000
123456;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;466;0;512125000
123456;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;4;282;0;503230000
123456;1;2;16;Banco De Comercio Ext. De Colombia S.A. Bancoldex;8001499236;2;1;1;1;2;4;291;0;1024250000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;291;0;502755000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;107;0;1027350000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;472;0;503855000
123456;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;4;291;0;1002700000
123456;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;4;109;0;501230000
123456;1;2;10;Banco Av Villas S.A.;8600358275;2;1;1;1;4;9;896;0;1011570000
123456;1;2;10;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;4;9;896;0;507975000
123456;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;307;0;1013310000
123456;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;123;0;1012380000
123456;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;123;0;501060000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;127;0;1001650000
123456;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;311;0;1005160000
123456;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;4;38;0;1020920000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;38;0;1017120000
123456;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;137;0;1007760000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;137;0;1001090000
123456;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;4;320;0;1001150000
123456;1;2;19;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;1596;0;1001170000
123456;1;2;19;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;1596;0;2007700000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;140;0;7052920000
123456;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;512;0;8059120000
123456;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;512;0;30221700000
123456;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;4;149;0;9999600000
123456;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;4;161;0;8020480000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;512;0;29399620000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;67;0;15057150000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;148;0;7005040000
123456;1;2;16;Banco De Comercio Ext. De Colombia S.A. Bancoldex;8001499236;2;1;1;1;2;4;149;0;5046500000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;154;0;15117600000
123456;1;2;16;Banco De Comercio Ext. De Colombia S.A. Bancoldex;8001499236;2;1;1;1;2;4;337;0;11051810000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;337;0;7036400000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;337;0;7036400000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;154;0;5016650000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;338;0;20101000000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;22;0;5050650000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;355;0;4008120000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;363;0;9049320000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;363;0;2010960000
123456;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;368;0;15285300000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;549;0;5103100000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;186;0;4063560000
123456;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;554;0;6119400000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;554;0;2039800000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;197;0;9139860000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;562;0;1018620000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;562;0;9167580000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;380;0;7628250000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;564;0;1012210000
123456;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;568;0;7117110000
