COD;TIPO ACTIVO;VINCULADO AL FONDO;TIPO DE TÍTULO;EMISOR;NIT;TIPO INVERSIÓN ;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACIÓN;DÍAS AL VTO.;DURACIÓN;VPN
119133;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;4;281;0;5104450000
119133;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;4;47;0;5056200000
119133;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;4;175;0;5014850000
119133;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;6;104;0;3017430000
119133;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;6;342;0;5045850000
119133;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;6;357;0;4024800000
119133;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;6;213;0;2015940000
119133;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;6;196;0;4190680000
119133;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;473;0;2109160000
119133;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;6;194;0;2050240000
119133;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;6;226;0;1528845000
119133;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;477;0;3035670000
119133;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;6;289;0;4338960000
119133;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;642;0;20332400000
119133;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;6;332;0;20104470000
119133;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;948;0;953820000
119133;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;474;0;5070100000
119133;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;643;0;6092880000
119133;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;638;0;6963040000
119133;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;6;299;0;3029220000
119133;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;6;336;0;2537475000
119133;1;2;16;Banco BTG Pactual Colombia S.A.;9014915510;2;1;1;1;2;6;384;0;5085700000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;103;0;7039200000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;77;0;20079600000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;90;0;3041580000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;357;0;4011480000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;240;0;7009030000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;221;0;5038000000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;195;0;3666635000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;195;0;4190440000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;191;0;5261750000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;267;0;2041540000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;22;0;5099450000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;261;0;4100040000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;221;0;5182700000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;141;0;5148250000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;122;0;3043620000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;169;0;3014340000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;476;0;1067180000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;11;0;5159100000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;202;0;5190400000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;582;0;4019720000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;162;0;10084300000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;162;0;5042150000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;202;0;3064920000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;688;0;2022700000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;1246;0;534925000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;353;0;5032450000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;11;0;5159100000
119133;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;4;202;0;1021640000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;102;0;2012720000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;102;0;2012720000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;27;0;2505425000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;248;0;20166600000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;238;0;2004380000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;234;0;1515615000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;142;0;1028940000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;351;0;1066280000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;151;0;5053400000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;259;0;5040300000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;103;0;2049060000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;103;0;1024530000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;163;0;8200160000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;433;0;2530125000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;112;0;7154000000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;129;0;4130760000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;259;0;5040300000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;194;0;5123900000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;14;0;4120920000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;352;0;3195450000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;307;0;4057400000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;248;0;2015300000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;248;0;20146200000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;338;0;5353900000
119133;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;344;0;2136500000
119133;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;4;137;0;2019100000
119133;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;4;163;0;1002130000
119133;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;4;344;0;3087330000
119133;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;4;51;0;1014870000
119133;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;422;0;2505975000
119133;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;506;0;2125640000
119133;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;4;30;0;1024150000
119133;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;4;318;0;11487630000
119133;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;4;228;0;2072560000
119133;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;4;10;0;1035110000
119133;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;522;0;15120450000
119133;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;522;0;5040150000
119133;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;706;0;15094200000
119133;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;4;287;0;10197200000
119133;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;522;0;3141060000
119133;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;4;284;0;5426500000
119133;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;4;151;0;2021800000
119133;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;514;0;5243300000
119133;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;4;26;0;3056130000
119133;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;667;0;3137790000
119133;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;514;0;1048660000
119133;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;4;273;0;4079200000
119133;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;4;117;0;4592970000
119133;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;4;117;0;2041320000
119133;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;4;207;0;5074350000
119133;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;672;0;1036090000
